Unnamed: 0,taxon,Kingdom,Phylum,Class,Order,Family,Genus,accession
227,Salinicola acroporae,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,
228,Olsenella sp. An293,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,
229,Kribbella jejuensis,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella,
230,Zancudomyces culisetae,Eukaryota,Zoopagomycota,Harpellomycetes,Harpellales,Legeriomycetaceae,Zancudomyces,
231,Saccharomonospora amisosensis,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,
232,Sphingobium herbicidovorans,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
233,Limnohabitans sp. Jir61,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,
234,Bifidobacterium tibiigranuli,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
235,Pseudorhodoferax sp. Leaf265,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax,
236,Paenibacillus pabuli,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
237,Bacillus paramycoides,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,
238,Buttiauxella massiliensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,
239,Frondihabitans sp. 762G35,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Frondihabitans,
240,Komagataeibacter rhaeticus,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,
241,Caulobacter sp. D5,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,
242,Bacillus sp. MM2020_4,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,
243,Halorussus marinus,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,
244,Cellulomonas sp. HLT2-17,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,
245,Mycetocola miduiensis,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Mycetocola,
246,Proteiniphilum sp.,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,
247,Synergistaceae bacterium UBA4066,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,
248,Mesorhizobium sp. RMAD-H1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,
249,Acidovorax sp. T1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,
250,Thermomonas hydrothermalis,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,
251,Pseudonocardia endophytica,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,
252,Gemmobacter tilapiae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,
253,Bordetella sp. FB-8,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,
254,Thiobacillus sp.,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,
255,Cyanobium sp. NS01,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Cyanobium,
256,Streptomyces tanashiensis,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
257,Streptomyces tanashiensis,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
258,Candidatus Oleimmundimicrobium americanum,Bacteria,Actinomycetota,Candidatus Aquicultoria,Candidatus Subteraquimicrobiales,Candidatus Oleimmundimicrobiaceae,Oleimmundimicrobium,
259,Anaerobutyricum hallii,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,
260,Acidipila sp. EB88,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidipila,
261,Mycobacterium stomatepiae,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,
262,Shewanella sp. WE21,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
263,Mycobacterium sp. ACS1612,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,
264,Falsiroseomonas frigidaquae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Falsiroseomonas,
265,Azoarcus sp. L1K30,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,
266,Algibacter sp. L1A34,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,
267,Deinococcus phoenicis,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,
268,Pedobacter mongoliensis,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
269,Pseudolabrys sp. Root1462,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,
270,Erwinia sp. QL-Z3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,
271,Gammaproteobacteria bacterium (ex Lamellibrachia satsuma),Bacteria,Pseudomonadota,Gammaproteobacteria,,,,
272,Paraburkholderia phenoliruptrix,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
273,[Limnothrix rosea] IAM M-220,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Picosynechococcus,
274,Micromonospora narathiwatensis,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,
275,Stenotrophomonas sp. Pemsol,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
276,Lutibacter profundi,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,
277,Nocardioides sp. dk884,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,
278,Pseudonocardia bannensis,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,
279,Haloactinopolyspora alba,Bacteria,Actinomycetota,Actinomycetes,Jiangellales,Jiangellaceae,Haloactinopolyspora,
280,Verrucomicrobiaceae bacterium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
281,Talaromyces islandicus,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,
282,Roseateles sp. YR242,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,
283,Clostridium sp. AM58-1XD,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,
284,Porphyrobacter sp.,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,
285,Roseibium limicola,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,
286,Mesorhizobium sp. B2-1-8,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,
287,Pantoea deserta,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,
288,Paenibacillus alba,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
289,Sporosarcina beigongshangi,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,
290,Microbacterium sp. BLY,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,
291,Bacillaceae bacterium,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,,
292,Gordonia terrae,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,
293,Deinococcus budaensis,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,
294,Mycobacterium colombiense,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,
295,Bryocella elongata,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Bryocella,
296,Rhodococcus kyotonensis,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,
297,Christensenellaceae bacterium Phil1,Bacteria,Bacillota,Clostridia,Eubacteriales,Christensenellaceae,,
298,Streptomyces sp. Ag109_O5-1,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
299,Streptomyces sp. Ag109_O5-1,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
300,Halapricum salinum,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,
301,Pseudogemmobacter bohemicus,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudogemmobacter,
302,Flavobacteriales bacterium UBA6057,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,,,
303,Streptomyces cupreus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
304,Streptomyces cupreus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
305,Sulfuricella sp. T08,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuricella,
306,Sphingomonas sp. Root720,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
307,Candidatus Accumulibacter contiguus,Bacteria,Pseudomonadota,Betaproteobacteria,,,Candidatus Accumulibacter,
308,Aliidiomarina soli,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Aliidiomarina,
309,Candidatus Onthenecus intestinigallinarum,Bacteria,Bacillota,Clostridia,Eubacteriales,,Candidatus Onthenecus,
310,Flavihumibacter soli,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavihumibacter,
311,Rhizobiales bacterium Y(2018),Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,
312,Burkholderiales bacterium Ga0077544,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,
313,Aquisalinus luteolus,Bacteria,Pseudomonadota,Alphaproteobacteria,Parvularculales,Parvularculaceae,Aquisalinus,
314,Legionellaceae bacterium UBA2794,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,,
315,Micromonospora auratinigra,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,
316,Nonomuraea gerenzanensis,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,
317,Trametes polyzona,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,
318,Dermabacteraceae bacterium TAE3-ERU27,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,,
319,Nocardioides sp. Root1257,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,
320,Mobilicoccus massiliensis,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Mobilicoccus,
321,Arthrobacter sp. B0490,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
322,Sulfurospirillum sp.,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,
323,Pseudomonas amygdali,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
324,Pseudomonas amygdali,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
325,Pseudomonas amygdali,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
326,Pseudomonas amygdali,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
327,Pseudomonas amygdali,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
328,Pseudomonas amygdali,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
329,Flavihumibacter solisilvae,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavihumibacter,
330,Gandjariella thermophila,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Gandjariella,
331,Thioalkalivibrio sulfidiphilus,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,
332,Chryseobacterium taklimakanense,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
333,Pedobacter suwonensis,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
334,Leifsonia sp. CL147,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leifsonia,
335,Desulfosporosinus nitroreducens,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,
336,Clostridium sp. MCC353,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,
337,Rhodobacteraceae bacterium WD3A24,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,,
338,Synechococcus sp. RCC307,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,
339,Paenibacillus sp. UNC499MF,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
340,Terriglobus albidus,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terriglobus,
341,Prevotella sp. khp7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
342,Fuerstiella marisgermanici,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstiella,
343,Pseudomonas sp. SLFW,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
344,Pseudomonas sp. SLFW,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
345,Pseudomonas sp. SLFW,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
346,Pseudomonas sp. SLFW,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
347,Pseudomonas sp. SLFW,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
348,Pseudomonas sp. SLFW,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
349,Pseudonocardia sp. 73-21,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,
350,Pseudomonas wadenswilerensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
351,Pseudomonas wadenswilerensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
352,Pseudomonas wadenswilerensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
353,Pseudomonas wadenswilerensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
354,Pseudomonas wadenswilerensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
355,Pseudomonas wadenswilerensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
356,Aeromonas popoffii,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,
357,Paenibacillus prosopidis,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
358,Ensifer sp. ENS06,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,
359,Photobacterium alginatilyticum,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,
360,Candidatus Scatomonas merdigallinarum,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Candidatus Scatomonas,
361,Halomonas niordiana,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
362,Sutterella faecalis,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
363,Knoellia sp. DB2414S,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Knoellia,
364,Nocardioides daedukensis,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,
365,[Pseudopropionibacterium] massiliense,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,
366,Candidatus Reidiella endopervernicosa,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Reidiella,
367,Synechococcus sp. KORDI-52,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,
368,Ruania suaedae,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Ruaniaceae,Ruania,
369,Allomuricauda sp.,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,
370,Maribacter cobaltidurans,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,
371,Anaeromassilibacillus sp. An200,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Anaeromassilibacillus,
372,Mycobacteroides salmoniphilum,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,
373,Leptospira wolffii,Bacteria,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,
374,Streptomyces brevispora,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
375,Streptomyces brevispora,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
376,Zygosaccharomyces rouxii,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,
377,Botryosphaeria dothidea,Eukaryota,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,
378,Arthrobacter sp. KBS0702,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
379,Halosaccharopolyspora lacisalsi,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Halosaccharopolyspora,
380,Exidia glandulosa,Eukaryota,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Exidia,
381,Lentzea jiangxiensis,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Lentzea,
382,Halomonas saliphila,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
383,Stenotrophomonas tumulicola,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
384,Streptomyces sp. CB03234,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
385,Streptomyces sp. CB03234,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
386,Vibrio europaeus,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
387,Mycolicibacterium rutilum,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,
388,Boletus edulis,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,
389,Agromyces sp. NDB4Y10,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,
390,Burkholderiaceae bacterium 16,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,
391,Actinoplanes deccanensis,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,
392,Leptospira tipperaryensis,Bacteria,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,
393,Clostridiaceae bacterium BRH_c20a,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,,
394,Synechococcus sp. NOUM97013,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,
395,Parabacteroides pacaensis,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
396,Panacibacter ginsenosidivorans,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Panacibacter,
397,Cohnella nanjingensis,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Cohnella,
398,Eggerthellaceae bacterium,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,,
399,Solihabitans fulvus,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Solihabitans,
400,Microvirga arvi,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Microvirga,
401,Sphingomonas aurantiaca,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
402,Mycobacterium sp. Root265,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,
403,Ensifer sp. LC11,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,
404,Arthrobacter sp. ok362,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
405,Rhodobacterales bacterium HKCCE3408,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,,,
406,Microvirga sp. SRT01,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Microvirga,
407,Georhizobium profundi,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Georhizobium,
408,Actibacterium naphthalenivorans,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Actibacterium,
409,Ralstonia pickettii,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,
410,Listeria newyorkensis,Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,
411,Bacillus sp. USDA818B3_A,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,
412,Actinobacteria bacterium IMCC26207,Bacteria,Actinomycetota,Actinomycetes,,,,
413,Ramlibacter ginsenosidimutans,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,
414,Pseudoduganella lurida,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,
415,Pseudomonas sp. SDI,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
416,Pseudomonas sp. SDI,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
417,Pseudomonas sp. SDI,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
418,Pseudomonas sp. SDI,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
419,Pseudomonas sp. SDI,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
420,Pseudomonas sp. SDI,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
421,Blautia sp. An249,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,
422,uncultured Coriobacteriaceae bacterium,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,
423,Sphingopyxis sp. Root154,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,
424,Rachicladosporium sp. CCFEE 5018,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Rachicladosporium,
