ROW ID,GEM ID,Kingdom,Genus,Species.strain,Citation,Source,Filepath,Match criteria,Species of interest,Functional in COMETS?,taxonomy_id,lineage,db_name,cultivatedCrops,deciduousForest,dwarfScrub,emergentHerbaceousWetlands,evergreenForest,grasslandHerbaceous,mixedForest,pastureHay,sedgeHerbaceous,shrubScrub,woodyWetlands,source,pH_preference,temperature_preference,genome_link,GEM_ID,match_by
58,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus sp. Soil768D1,Yes,1736405,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. Soil768D1,soil_microbe_db,NA,1,1,1,1,1,1,1,0,1,1,JGI GOLD,3.70896466,13.9,NA,iYO844,Genus
59,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus sp. Soil768D1,Yes,1736405,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. Soil768D1,soil_microbe_db,NA,1,1,1,1,1,1,1,0,1,1,JGI GOLD,3.70896466,13.9,NA,iBB1018,Genus
60,iHN637,Bacteria,Clostridium,ljungdahlii DSM 13528,NA,BiGG iHN637,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iHN637.xml,Genus,Clostridium botulinum,Yes,1491,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium botulinum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,2.389063717,34.73333333,NA,iHN637,Genus
61,iGC535,Bacteria,Nitrosomonas,europaea,Canto-Encalada et al 2022,https://github.com/cristalzucsd/Nitrosomonaseuropaea/tree/main/SBML_Models,NA,Genus,Nitrosomonas mobilis,Yes,51642,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas mobilis,soil_microbe_db,0,1,1,1,1,1,1,1,1,1,1,GTDB,3.606194758,0.575,NA,iGC535,Genus
62,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus sp. REN3,Yes,2802440,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. REN3,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.70896466,12.7,NA,iYO844,Genus
63,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus sp. REN3,Yes,2802440,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. REN3,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.70896466,12.7,NA,iBB1018,Genus
64,iHN637,Bacteria,Clostridium,ljungdahlii DSM 13528,NA,BiGG iHN637,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iHN637.xml,Genus,Clostridium sp. C2-6-12,Yes,2698832,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. C2-6-12,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.586033828,12.6,NA,iHN637,Genus
65,iYY1101,Bacteria,Bradyrhizobium,diazoefficiens USDA110,Yang et al. 2017,Supp Info,projectnb/talbot-lab-data/metabolic_models/curated_models/iYY1101/Models/iYY1101_S3/,Genus,Bradyrhizobium sp. WSM3983,Yes,1038867,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. WSM3983,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.379884881,9.7,NA,iYY1101,Genus
66,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus sp. FJAT-27225,Yes,1743144,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. FJAT-27225,soil_microbe_db,0,1,1,1,1,1,1,1,0,1,1,GTDB,6.663978899,37.53333333,NA,iYO844,Genus
67,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus sp. FJAT-27225,Yes,1743144,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. FJAT-27225,soil_microbe_db,0,1,1,1,1,1,1,1,0,1,1,GTDB,6.663978899,37.53333333,NA,iBB1018,Genus
68,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus sp. B15-48,Yes,1548601,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. B15-48,soil_microbe_db,0,1,0,1,1,1,1,1,0,1,0,GTDB,7.050993115,32.36666667,NA,iYO844,Genus
69,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus sp. B15-48,Yes,1548601,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. B15-48,soil_microbe_db,0,1,0,1,1,1,1,1,0,1,0,GTDB,7.050993115,32.36666667,NA,iBB1018,Genus
70,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Species,Bacillus subtilis,Yes,1423,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis,soil_microbe_db,NA,1,1,1,1,1,1,NA,1,1,1,SMAG,8.137895834,28.73333333,NA,iYO844,Species
71,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Species,Bacillus subtilis,Yes,1423,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis,soil_microbe_db,NA,1,1,1,1,1,1,NA,1,1,1,SMAG,8.137895834,28.73333333,NA,iBB1018,Species
72,iYY1101,Bacteria,Bradyrhizobium,diazoefficiens USDA110,Yang et al. 2017,Supp Info,projectnb/talbot-lab-data/metabolic_models/curated_models/iYY1101/Models/iYY1101_S3/,Genus,Bradyrhizobium sp. G22,Yes,1839752,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. G22,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,5.24253272,20.7,NA,iYY1101,Genus
73,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus bingmayongensis,Yes,1150157,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus bingmayongensis,soil_microbe_db,NA,1,0,0,1,1,NA,1,0,1,1,GTDB,7.155955832,26.06666667,NA,iYO844,Genus
74,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus bingmayongensis,Yes,1150157,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus bingmayongensis,soil_microbe_db,NA,1,0,0,1,1,NA,1,0,1,1,GTDB,7.155955832,26.06666667,NA,iBB1018,Genus
75,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus sp. HMF5848,Yes,2495421,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. HMF5848,soil_microbe_db,NA,1,0,1,1,1,NA,NA,1,1,1,GTDB,4.345213171,8.4,NA,iYO844,Genus
76,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus sp. HMF5848,Yes,2495421,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. HMF5848,soil_microbe_db,NA,1,0,1,1,1,NA,NA,1,1,1,GTDB,4.345213171,8.4,NA,iBB1018,Genus
77,iHN637,Bacteria,Clostridium,ljungdahlii DSM 13528,NA,BiGG iHN637,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iHN637.xml,Genus,Clostridium sp. AF27-2AA,Yes,2292206,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. AF27-2AA,soil_microbe_db,NA,1,1,1,1,1,1,1,1,1,1,GTDB,3.379533054,11.23333333,NA,iHN637,Genus
78,iHN637,Bacteria,Clostridium,ljungdahlii DSM 13528,NA,BiGG iHN637,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iHN637.xml,Genus,Clostridium beijerinckii,Yes,1520,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,3.231182899,0.5,NA,iHN637,Genus
79,iYY1101,Bacteria,Bradyrhizobium,diazoefficiens USDA110,Yang et al. 2017,Supp Info,projectnb/talbot-lab-data/metabolic_models/curated_models/iYY1101/Models/iYY1101_S3/,Genus,Bradyrhizobium sp. URHD0069,Yes,1380355,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. URHD0069,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.481476783,4.666666667,NA,iYY1101,Genus
80,iRi1574,Fungi,Rhizophagus,irregularis,NA,github,"/projectnb2/talbot-lab-data/metabolic_models/curated_models/iRi1574/iRi1574.xml,5417744,1706217358000,283690,644",Species,Rhizophagus irregularis,Yes,588596,k__Eukaryota;p__Mucoromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus irregularis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,6.334619026,23.85,NA,iRi1574,Species
81,iSB619,Bacteria,Staphylococcus,aureus subsp. aureus N315,NA,BiGG iSB619,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iSB619.xml,Genus,Staphylococcus xylosus,Yes,1288,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus xylosus,soil_microbe_db,NA,1,1,0,1,1,1,NA,1,0,1,RefSoil,2.914392605,12.7,NA,iSB619,Genus
82,iCY1106,Fungi,Mortierella,alpina,Ye et al. 2015,NA,NA,Genus,Mortierella sp. AD094,Yes,1896185,k__Eukaryota;p__Mucoromycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella sp. AD094,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,2.389063717,15.66666667,NA,iCY1106,Genus
83,iYY1101,Bacteria,Bradyrhizobium,diazoefficiens USDA110,Yang et al. 2017,Supp Info,projectnb/talbot-lab-data/metabolic_models/curated_models/iYY1101/Models/iYY1101_S3/,Genus,Bradyrhizobium cytisi,Yes,515489,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium cytisi,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.35809222,7.1,NA,iYY1101,Genus
84,iCY1106,Fungi,Mortierella,alpina,Ye et al. 2015,NA,NA,Genus,Mortierella sp. NVP41,Yes,1896192,k__Eukaryota;p__Mucoromycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella sp. NVP41,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,2.707397225,28.73333333,NA,iCY1106,Genus
85,iHN637,Bacteria,Clostridium,ljungdahlii DSM 13528,NA,BiGG iHN637,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iHN637.xml,Genus,Clostridium sp. HBUAS56017,Yes,2571128,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. HBUAS56017,soil_microbe_db,NA,1,0,1,1,0,1,0,1,0,1,GTDB,3.244382925,14,NA,iHN637,Genus
86,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus glycinifermentans,Yes,1664069,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus glycinifermentans,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.2272237,35.73333333,NA,iYO844,Genus
87,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus glycinifermentans,Yes,1664069,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus glycinifermentans,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.2272237,35.73333333,NA,iBB1018,Genus
88,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus sp. AZ43,Yes,2559606,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. AZ43,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,iYO844,Genus
89,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus sp. AZ43,Yes,2559606,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. AZ43,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,iBB1018,Genus
90,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus sp. Xin1,Yes,2740676,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. Xin1,soil_microbe_db,NA,1,0,0,1,1,1,NA,0,0,1,GTDB,7.270034561,25.13333333,NA,iYO844,Genus
91,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus sp. Xin1,Yes,2740676,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. Xin1,soil_microbe_db,NA,1,0,0,1,1,1,NA,0,0,1,GTDB,7.270034561,25.13333333,NA,iBB1018,Genus
92,iCY1106,Fungi,Mortierella,alpina,Ye et al. 2015,NA,NA,Genus,Mortierella sp. AD031,Yes,1896182,k__Eukaryota;p__Mucoromycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella sp. AD031,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,5.815095009,1.033333333,NA,iCY1106,Genus
93,iCY1106,Fungi,Mortierella,alpina,Ye et al. 2015,NA,NA,Genus,Mortierella polycephala,Yes,41804,k__Eukaryota;p__Mucoromycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella polycephala,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,3.105685174,16.7,NA,iCY1106,Genus
94,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus wudalianchiensis,Yes,1743143,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus wudalianchiensis,soil_microbe_db,0,1,1,1,1,1,0,1,0,1,1,GTDB,2.806047981,30.76666667,NA,iYO844,Genus
95,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus wudalianchiensis,Yes,1743143,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus wudalianchiensis,soil_microbe_db,0,1,1,1,1,1,0,1,0,1,1,GTDB,2.806047981,30.76666667,NA,iBB1018,Genus
96,iYY1101,Bacteria,Bradyrhizobium,diazoefficiens USDA110,Yang et al. 2017,Supp Info,projectnb/talbot-lab-data/metabolic_models/curated_models/iYY1101/Models/iYY1101_S3/,Genus,Bradyrhizobium sp. YR681,Yes,1144344,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. YR681,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.616194448,8.166666667,NA,iYY1101,Genus
97,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus sp. 1NLA3E,Yes,666686,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. 1NLA3E,soil_microbe_db,1,1,0,1,1,1,1,1,1,1,1,GTDB,3.050502369,35.73333333,NA,iYO844,Genus
98,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus sp. 1NLA3E,Yes,666686,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. 1NLA3E,soil_microbe_db,1,1,0,1,1,1,1,1,1,1,1,GTDB,3.050502369,35.73333333,NA,iBB1018,Genus
99,iYY1101,Bacteria,Bradyrhizobium,diazoefficiens USDA110,Yang et al. 2017,Supp Info,projectnb/talbot-lab-data/metabolic_models/curated_models/iYY1101/Models/iYY1101_S3/,Genus,Bradyrhizobium diversitatis,Yes,2755406,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium diversitatis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.2272237,11.86666667,NA,iYY1101,Genus
100,iGC535,Bacteria,Nitrosomonas,europaea,Canto-Encalada et al 2022,https://github.com/cristalzucsd/Nitrosomonaseuropaea/tree/main/SBML_Models,NA,Genus,Nitrosomonas sp. Nm51,Yes,133720,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp. Nm51,soil_microbe_db,0,1,1,1,1,1,1,1,1,1,1,GTDB,3.526420167,0.575,NA,iGC535,Genus
101,iHN637,Bacteria,Clostridium,ljungdahlii DSM 13528,NA,BiGG iHN637,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iHN637.xml,Genus,Clostridium jeddahense,Yes,1414721,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium jeddahense,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.936064648,13.66666667,NA,iHN637,Genus
102,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus sp. ZZV12-4809,Yes,2575830,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. ZZV12-4809,soil_microbe_db,1,1,0,1,1,1,1,NA,1,0,1,GTDB,2.961747252,8.133333333,NA,iYO844,Genus
103,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus sp. ZZV12-4809,Yes,2575830,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. ZZV12-4809,soil_microbe_db,1,1,0,1,1,1,1,NA,1,0,1,GTDB,2.961747252,8.133333333,NA,iBB1018,Genus
104,iYY1101,Bacteria,Bradyrhizobium,diazoefficiens USDA110,Yang et al. 2017,Supp Info,projectnb/talbot-lab-data/metabolic_models/curated_models/iYY1101/Models/iYY1101_S3/,Genus,Bradyrhizobium sp. CCBAU 53338,Yes,1325111,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. CCBAU 53338,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.35809222,8.633333333,NA,iYY1101,Genus
105,iNmo686,Bacteria,Nitrospira,moscoviensis,Lawson et al. 2021,Lawson Github,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/sbml/Nitrospira_bigg_ids2.xml,Genus,Nitrospira lenta,Yes,1436998,k__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__Nitrospira lenta,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.445955832,0.5,NA,iNmo686,Genus
106,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus sp. V3-13,Yes,2053728,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. V3-13,soil_microbe_db,NA,1,0,1,1,1,0,1,0,0,1,GTDB,2.389063717,14.13333333,NA,iYO844,Genus
107,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus sp. V3-13,Yes,2053728,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. V3-13,soil_microbe_db,NA,1,0,1,1,1,0,1,0,0,1,GTDB,2.389063717,14.13333333,NA,iBB1018,Genus
108,iGC535,Bacteria,Nitrosomonas,europaea,Canto-Encalada et al 2022,https://github.com/cristalzucsd/Nitrosomonaseuropaea/tree/main/SBML_Models,NA,Genus,Nitrosomonas supralitoralis,Yes,2116706,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas supralitoralis,soil_microbe_db,0,1,1,0,1,0,1,1,1,1,1,GTDB,4.077484612,1.75,NA,iGC535,Genus
109,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus pakistanensis,Yes,992288,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pakistanensis,soil_microbe_db,NA,1,0,0,1,1,1,0,0,1,0,GTDB,2.914392605,2.3,NA,iYO844,Genus
110,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus pakistanensis,Yes,992288,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pakistanensis,soil_microbe_db,NA,1,0,0,1,1,1,0,0,1,0,GTDB,2.914392605,2.3,NA,iBB1018,Genus
111,iHN637,Bacteria,Clostridium,ljungdahlii DSM 13528,NA,BiGG iHN637,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iHN637.xml,Genus,Clostridium taeniosporum,Yes,394958,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium taeniosporum,soil_microbe_db,NA,1,1,1,1,0,1,NA,0,0,1,GTDB,2.389063717,14.53333333,NA,iHN637,Genus
112,iAA1300,Bacteria,Azotobacter,NA,Alleman et al. 2021,github,/projectnb/talbot-lab-data/metabolic_models/curated_models/iAA1300/,Genus,Azotobacter salinestris,Yes,69964,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter;s__Azotobacter salinestris,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,7.412612039,41.13333333,NA,iAA1300,Genus
113,iYY1101,Bacteria,Bradyrhizobium,diazoefficiens USDA110,Yang et al. 2017,Supp Info,projectnb/talbot-lab-data/metabolic_models/curated_models/iYY1101/Models/iYY1101_S3/,Genus,Bradyrhizobium aeschynomenes,Yes,2734909,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium aeschynomenes,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.316607167,10,NA,iYY1101,Genus
114,iHN637,Bacteria,Clostridium,ljungdahlii DSM 13528,NA,BiGG iHN637,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iHN637.xml,Genus,Clostridium sardiniense,Yes,29369,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sardiniense,soil_microbe_db,NA,1,0,0,1,1,1,NA,0,1,1,GTDB,3.585429626,14.13333333,NA,iHN637,Genus
115,iYO844,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,NA,BiGG iYO844,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iYO844.xml,Genus,Bacillus sp. T33-2,Yes,2054168,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. T33-2,soil_microbe_db,NA,1,0,1,1,1,1,0,0,1,1,GTDB,2.389063717,16.23333333,NA,iYO844,Genus
116,iBB1018,Bacteria,Bacillus,subtilis subsp. subtilis str. 168,Blazquez et al. 2023,github,NA,Genus,Bacillus sp. T33-2,Yes,2054168,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. T33-2,soil_microbe_db,NA,1,0,1,1,1,1,0,0,1,1,GTDB,2.389063717,16.23333333,NA,iBB1018,Genus
