Row,Speciesofinterest,match_by,GEM_ID,Genomesource,Functional in COMETS
385,Streptomyces sp. CB03234,Genus,sco,GTDB,No
386,Vibrio europaeus,No curated GEM at species or genus level,NA,GTDB,No
387,Mycolicibacterium rutilum,No curated GEM at species or genus level,NA,GTDB,No
388,Boletus edulis,No curated GEM at species or genus level,NA,Mycocosm,No
389,Agromyces sp. NDB4Y10,No curated GEM at species or genus level,NA,GTDB,No
390,Burkholderiaceae bacterium 16,No curated GEM at species or genus level,NA,GTDB,No
391,Actinoplanes deccanensis,No curated GEM at species or genus level,NA,GTDB,No
392,Leptospira tipperaryensis,No curated GEM at species or genus level,NA,GTDB,No
393,Clostridiaceae bacterium BRH_c20a,No curated GEM at species or genus level,NA,GTDB,No
394,Synechococcus sp. NOUM97013,No curated GEM at species or genus level,NA,GTDB,No
395,Parabacteroides pacaensis,No curated GEM at species or genus level,NA,GTDB,No
396,Panacibacter ginsenosidivorans,No curated GEM at species or genus level,NA,GTDB,No
397,Cohnella nanjingensis,No curated GEM at species or genus level,NA,GTDB,No
398,Eggerthellaceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
399,Solihabitans fulvus,No curated GEM at species or genus level,NA,GTDB,No
400,Microvirga arvi,No curated GEM at species or genus level,NA,GTDB,No
401,Sphingomonas aurantiaca,No curated GEM at species or genus level,NA,GTDB,No
402,Mycobacterium sp. Root265,No curated GEM at species or genus level,NA,GTDB,No
403,Ensifer sp. LC11,No curated GEM at species or genus level,NA,GTDB,No
404,Arthrobacter sp. ok362,Genus,NA,GTDB,No
405,Rhodobacterales bacterium HKCCE3408,No curated GEM at species or genus level,NA,GTDB,No
406,Microvirga sp. SRT01,No curated GEM at species or genus level,NA,GTDB,No
407,Georhizobium profundi,No curated GEM at species or genus level,NA,GTDB,No
408,Actibacterium naphthalenivorans,No curated GEM at species or genus level,NA,GTDB,No
409,Ralstonia pickettii,Genus,RehMBEL1391,GTDB,No
410,Listeria newyorkensis,No curated GEM at species or genus level,NA,GTDB,No
411,Bacillus sp. USDA818B3_A,Genus,NA,GTDB,No
412,Actinobacteria bacterium IMCC26207,No curated GEM at species or genus level,NA,GTDB,No
413,Ramlibacter ginsenosidimutans,No curated GEM at species or genus level,NA,GTDB,No
414,Pseudoduganella lurida,No curated GEM at species or genus level,NA,GTDB,No
415,Pseudomonas sp. SDI,Genus,iJN746,GTDB,No
416,Pseudomonas sp. SDI,Genus,riPB890,GTDB,No
417,Pseudomonas sp. SDI,Genus,riJN746,GTDB,No
418,Pseudomonas sp. SDI,Genus,1YdBTEX2,GTDB,No
419,Pseudomonas sp. SDI,Genus,ec_iJN1463,GTDB,No
420,Pseudomonas sp. SDI,Genus,iJN1462,GTDB,No
421,Blautia sp. An249,No curated GEM at species or genus level,NA,GTDB,No
422,uncultured Coriobacteriaceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
423,Sphingopyxis sp. Root154,Genus,iIG743,GTDB,No
424,Rachicladosporium sp. CCFEE 5018,No curated GEM at species or genus level,NA,Mycocosm,No
425,Mycolicibacterium psychrotolerans,No curated GEM at species or genus level,NA,GTDB,No
426,Methylobacterium sp. CLZ,No curated GEM at species or genus level,NA,JGI GOLD,No
427,Luteimonas sp. YGD11-2,No curated GEM at species or genus level,NA,GTDB,No
428,Caballeronia calidae,No curated GEM at species or genus level,NA,GTDB,No
429,Microcoleus sp. FACHB-68,No curated GEM at species or genus level,NA,GTDB,No
430,Rhodothermus bifroesti,No curated GEM at species or genus level,NA,GTDB,No
431,Flammeovirgaceae bacterium UBA2786,No curated GEM at species or genus level,NA,GTDB,No
432,Pasteurellaceae bacterium RH1A,No curated GEM at species or genus level,NA,GTDB,No
433,Frigoribacterium sp. CG_9.8,No curated GEM at species or genus level,NA,GTDB,No
434,Halobacillus sp. Marseille-P3879,Genus,NA,GTDB,No
435,Pseudomonas trivialis,Genus,iJN746,GTDB,No
436,Pseudomonas trivialis,Genus,riPB890,GTDB,No
437,Pseudomonas trivialis,Genus,riJN746,GTDB,No
438,Pseudomonas trivialis,Genus,1YdBTEX2,GTDB,No
439,Pseudomonas trivialis,Genus,ec_iJN1463,GTDB,No
440,Pseudomonas trivialis,Genus,iJN1462,GTDB,No
441,Synechococcales cyanobacterium M55_K2018_004,No curated GEM at species or genus level,NA,GTDB,No
442,Cupriavidus sp. L7L,No curated GEM at species or genus level,NA,JGI GOLD,No
443,Rhodococcus wratislaviensis,Genus,iMT1174,GTDB,No
444,Cellulophaga sp. BC115SP,No curated GEM at species or genus level,NA,GTDB,No
445,Natrarchaeobaculum aegyptiacum,No curated GEM at species or genus level,NA,GTDB,No
446,Litorivita pollutaquae,No curated GEM at species or genus level,NA,GTDB,No
447,Noviherbaspirillum sp. UKPF54,No curated GEM at species or genus level,NA,GTDB,No
448,Anaerospora hongkongensis,No curated GEM at species or genus level,NA,GTDB,No
449,Fulvivirga lutimaris,No curated GEM at species or genus level,NA,GTDB,No
450,Salinibacterium xinjiangense,No curated GEM at species or genus level,NA,GTDB,No
451,Citrobacter youngae,No curated GEM at species or genus level,NA,GTDB,No
452,Paracoccus sp. IB05,No curated GEM at species or genus level,NA,GTDB,No
453,Phytohalomonas tamaricis,No curated GEM at species or genus level,NA,GTDB,No
454,Pantoea sp. CCBC3-3-1,No curated GEM at species or genus level,NA,GTDB,No
455,Ahrensia sp.,No curated GEM at species or genus level,NA,GTDB,No
456,Rhizobium sp. RU20A,Genus,iOR450,GTDB,No
457,Desulfobaculum xiamenense,No curated GEM at species or genus level,NA,GTDB,No
458,Rhizobium terricola,Genus,iOR450,GTDB,No
459,Actinoplanes toevensis,No curated GEM at species or genus level,NA,GTDB,No
460,Ruegeria sp. Alg231-54,No curated GEM at species or genus level,NA,GTDB,No
461,Mycoplasmatota bacterium,No curated GEM at species or genus level,NA,GTDB,No
462,Clostridioides difficile,No curated GEM at species or genus level,NA,GTDB,No
463,Luteimonas suaedae,No curated GEM at species or genus level,NA,GTDB,No
464,Streptomyces yatensis,Genus,salb,GTDB,No
465,Streptomyces yatensis,Genus,sco,GTDB,No
466,Novosphingobium sp. FSW06-99,No curated GEM at species or genus level,NA,GTDB,No
467,Mucor endophyticus,No curated GEM at species or genus level,NA,Mycocosm,No
468,Streptomyces sp. CB02009,Genus,salb,GTDB,No
469,Streptomyces sp. CB02009,Genus,sco,GTDB,No
470,Campylobacter showae,No curated GEM at species or genus level,NA,GTDB,No
471,Pseudarthrobacter siccitolerans,No curated GEM at species or genus level,NA,GTDB,No
472,Caenimonas soli,No curated GEM at species or genus level,NA,GTDB,No
473,Streptomyces sp. A108,Genus,salb,GTDB,No
474,Streptomyces sp. A108,Genus,sco,GTDB,No
475,Sphingomonas pseudosanguinis,No curated GEM at species or genus level,NA,GTDB,No
476,Agromyces aurantiacus,No curated GEM at species or genus level,NA,GTDB,No
477,Massilia sp. BSC265,No curated GEM at species or genus level,NA,GTDB,No
478,Microbispora sp. H10830,No curated GEM at species or genus level,NA,JGI GOLD,No
479,Rhodococcus sp. Leaf278,Genus,iMT1174,GTDB,No
480,Allomuricauda lutaonensis,No curated GEM at species or genus level,NA,GTDB,No
481,Curvibacter sp. GWA2_63_95,No curated GEM at species or genus level,NA,SMAG,No
482,Pandoraea anhela,No curated GEM at species or genus level,NA,GTDB,No
483,Bacillales bacterium UBA3946,No curated GEM at species or genus level,NA,GTDB,No
484,Sulfuricella denitrificans,No curated GEM at species or genus level,NA,GTDB,No
485,Hydrogenimonas urashimensis,No curated GEM at species or genus level,NA,GTDB,No
486,Laceyella sediminis,No curated GEM at species or genus level,NA,GTDB,No
487,Brevibacterium atlanticum,No curated GEM at species or genus level,NA,GTDB,No
488,Spirochaetaceae bacterium UBA6076,No curated GEM at species or genus level,NA,GTDB,No
489,[Ashbya] aceris (nom. inval.),No curated GEM at species or genus level,NA,Mycocosm,No
490,Mucor plumbeus,No curated GEM at species or genus level,NA,JGI GOLD,No
491,Bowmanella yangjiangensis,No curated GEM at species or genus level,NA,GTDB,No
492,Novosphingobium olei,No curated GEM at species or genus level,NA,GTDB,No
493,Methanoregulaceae archaeon PtaB.Bin056,No curated GEM at species or genus level,NA,GTDB,No
494,Thermoactinomyces mirandus,No curated GEM at species or genus level,NA,GTDB,No
495,Mycolicibacterium chlorophenolicum,No curated GEM at species or genus level,NA,GTDB,No
496,Pseudomonas sp. RU47,Genus,iJN746,GTDB,No
497,Pseudomonas sp. RU47,Genus,riPB890,GTDB,No
498,Pseudomonas sp. RU47,Genus,riJN746,GTDB,No
499,Pseudomonas sp. RU47,Genus,1YdBTEX2,GTDB,No
500,Pseudomonas sp. RU47,Genus,ec_iJN1463,GTDB,No
501,Pseudomonas sp. RU47,Genus,iJN1462,GTDB,No
502,Sphingobacteriaceae bacterium GW460-11-11-14-LB5,No curated GEM at species or genus level,NA,GTDB,No
503,Oleiagrimonas sp. C23AA,No curated GEM at species or genus level,NA,GTDB,No
504,Desulfovibrio fairfieldensis,No curated GEM at species or genus level,NA,GTDB,No
505,Azospirillum sp. INR13,No curated GEM at species or genus level,NA,JGI GOLD,No
506,Marinobacter sp. es.048,No curated GEM at species or genus level,NA,GTDB,No
507,Gorgonomyces haynaldii,No curated GEM at species or genus level,NA,Mycocosm,No
508,Chryseobacterium takakiae,No curated GEM at species or genus level,NA,GTDB,No
509,Confluentibacter flavum,No curated GEM at species or genus level,NA,GTDB,No
510,[Candidatus Thermochlorobacteriaceae] bacterium GBChlB,No curated GEM at species or genus level,NA,GTDB,No
511,Pontibacter mucosus,No curated GEM at species or genus level,NA,GTDB,No
512,Sphingomonas sp. 28-63-12,No curated GEM at species or genus level,NA,GTDB,No
513,Microbacterium caowuchunii,No curated GEM at species or genus level,NA,GTDB,No
514,Paracoccus suum,No curated GEM at species or genus level,NA,GTDB,No
515,Hungatella sp. UBA4396,No curated GEM at species or genus level,NA,GTDB,No
516,Halorhodospira halophila,No curated GEM at species or genus level,NA,GTDB,No
517,Salimicrobium flavidum,No curated GEM at species or genus level,NA,GTDB,No
518,Thermoplasmatales archaeon BRNA1,No curated GEM at species or genus level,NA,GTDB,No
519,Aureimonas sp. OT7,No curated GEM at species or genus level,NA,GTDB,No
520,Corynebacterium heidelbergense,Genus,iCW773,GTDB,No
521,Rhodomicrobium lacus,No curated GEM at species or genus level,NA,GTDB,No
522,Pseudomonas congelans,Genus,iJN746,GTDB,No
523,Pseudomonas congelans,Genus,riPB890,GTDB,No
524,Pseudomonas congelans,Genus,riJN746,GTDB,No
525,Pseudomonas congelans,Genus,1YdBTEX2,GTDB,No
526,Pseudomonas congelans,Genus,ec_iJN1463,GTDB,No
527,Pseudomonas congelans,Genus,iJN1462,GTDB,No
528,Corynebacterium poyangense,Genus,iCW773,GTDB,No
529,Rathayibacter oskolensis,No curated GEM at species or genus level,NA,GTDB,No
530,Ophiobolus disseminans,No curated GEM at species or genus level,NA,Mycocosm,No
531,Candidatus Nitrospira inopinata,No curated GEM at species or genus level,NA,GTDB,No
532,Flavonifractor sp. An306,No curated GEM at species or genus level,NA,GTDB,No
533,Candidatus Nitrospira kreftii,No curated GEM at species or genus level,NA,GTDB,No
534,Actinoplanes lichenicola,No curated GEM at species or genus level,NA,GTDB,No
535,Thalassovita aquimarina,No curated GEM at species or genus level,NA,GTDB,No
536,Agromyces laixinhei,No curated GEM at species or genus level,NA,GTDB,No
537,Methylocystis hirsuta,No curated GEM at species or genus level,NA,GTDB,No
538,Pseudomonas lurida,Genus,iJN746,GTDB,No
539,Pseudomonas lurida,Genus,riPB890,GTDB,No
540,Pseudomonas lurida,Genus,riJN746,GTDB,No
541,Pseudomonas lurida,Genus,1YdBTEX2,GTDB,No
542,Pseudomonas lurida,Genus,ec_iJN1463,GTDB,No
543,Pseudomonas lurida,Genus,iJN1462,GTDB,No
544,Adlercreutzia hattorii,No curated GEM at species or genus level,NA,GTDB,No
545,Ramlibacter sp.,No curated GEM at species or genus level,NA,SMAG,No
546,Botryobacter ruber,No curated GEM at species or genus level,NA,GTDB,No
547,Boeremia exigua,No curated GEM at species or genus level,NA,Mycocosm,No
548,Halomonas sp. A40-4,Genus,NA,GTDB,No
549,Pichia kudriavzevii,No curated GEM at species or genus level,NA,Mycocosm,No
550,Bacillus sp. CMF21,Genus,NA,JGI GOLD,No
551,Variibacter gotjawalensis,No curated GEM at species or genus level,NA,GTDB,No
552,Hypomyces rosellus,No curated GEM at species or genus level,NA,Mycocosm,No
553,Streptomyces iconiensis,Genus,salb,JGI GOLD,No
554,Streptomyces iconiensis,Genus,sco,JGI GOLD,No
555,Micromonospora humidisoli,No curated GEM at species or genus level,NA,JGI GOLD,No
556,Candidatus Flemingiibacterium merdigallinarum,No curated GEM at species or genus level,NA,GTDB,No
557,Pseudomonas sp. SG-MS2,Genus,iJN746,JGI GOLD,No
558,Pseudomonas sp. SG-MS2,Genus,riPB890,JGI GOLD,No
559,Pseudomonas sp. SG-MS2,Genus,riJN746,JGI GOLD,No
560,Pseudomonas sp. SG-MS2,Genus,1YdBTEX2,JGI GOLD,No
561,Pseudomonas sp. SG-MS2,Genus,ec_iJN1463,JGI GOLD,No
562,Pseudomonas sp. SG-MS2,Genus,iJN1462,JGI GOLD,No
563,Bacillus sp. S3,Genus,NA,GTDB,No
564,Pseudomonas sp. PB101,Genus,iJN746,GTDB,No
565,Pseudomonas sp. PB101,Genus,riPB890,GTDB,No
566,Pseudomonas sp. PB101,Genus,riJN746,GTDB,No
567,Pseudomonas sp. PB101,Genus,1YdBTEX2,GTDB,No
568,Pseudomonas sp. PB101,Genus,ec_iJN1463,GTDB,No
569,Pseudomonas sp. PB101,Genus,iJN1462,GTDB,No
570,Desulfuromusa kysingii,No curated GEM at species or genus level,NA,GTDB,No
571,Achromobacter agilis,No curated GEM at species or genus level,NA,GTDB,No
572,Massilia pinisoli,No curated GEM at species or genus level,NA,JGI GOLD,No
573,Glycomyces buryatensis,No curated GEM at species or genus level,NA,GTDB,No
574,Pilimelia terevasa,No curated GEM at species or genus level,NA,GTDB,No
575,Glaciimonas immobilis,No curated GEM at species or genus level,NA,GTDB,No
576,Haladaptatus pallidirubidus,No curated GEM at species or genus level,NA,JGI GOLD,No
577,Jeotgalibacillus soli,No curated GEM at species or genus level,NA,GTDB,No
578,Aeromonas sobria,No curated GEM at species or genus level,NA,GTDB,No
579,Cellulomonas sp. KH9,No curated GEM at species or genus level,NA,GTDB,No
580,Mediterraneibacter hominis,No curated GEM at species or genus level,NA,GTDB,No
581,alpha proteobacterium L41A,No curated GEM at species or genus level,NA,GTDB,No
582,Sphingomonas montana,No curated GEM at species or genus level,NA,GTDB,No
583,Legionella busanensis,No curated GEM at species or genus level,NA,GTDB,No
584,Hydrogenophaga pseudoflava,No curated GEM at species or genus level,NA,JGI GOLD,No
585,Geodermatophilus sp. LHW52908,No curated GEM at species or genus level,NA,GTDB,No
586,Nocardia rosealba,No curated GEM at species or genus level,NA,JGI GOLD,No
587,Paenibacillus sp. HB172176,No curated GEM at species or genus level,NA,GTDB,No
588,Flavobacteriaceae bacterium UBA1682,No curated GEM at species or genus level,NA,GTDB,No
589,Peptidiphaga gingivicola,No curated GEM at species or genus level,NA,GTDB,No
590,Conexibacter arvalis,No curated GEM at species or genus level,NA,GTDB,No
591,Streptomyces benahoarensis,Genus,salb,GTDB,No
592,Streptomyces benahoarensis,Genus,sco,GTDB,No
593,Candidatus Anaerobutyricum avicola,No curated GEM at species or genus level,NA,GTDB,No
594,Mitosporidium daphniae,No curated GEM at species or genus level,NA,Mycocosm,No
595,Paenibacillus camerounensis,No curated GEM at species or genus level,NA,GTDB,No
596,Blyttiomyces helicus,No curated GEM at species or genus level,NA,Mycocosm,No
597,Brevundimonas sp. UBA4609,No curated GEM at species or genus level,NA,GEM catalog,No
598,Burkholderiales bacterium LSUCC0115,No curated GEM at species or genus level,NA,GTDB,No
599,Desulforamulus aquiferis,No curated GEM at species or genus level,NA,JGI GOLD,No
600,Rhodoligotrophos defluvii,No curated GEM at species or genus level,NA,GTDB,No
601,Alphaproteobacteria bacterium UBA1301,No curated GEM at species or genus level,NA,GTDB,No
602,Mycobacterium sp. D16Q14,No curated GEM at species or genus level,NA,GTDB,No
603,Luteitalea sp.,No curated GEM at species or genus level,NA,GTDB,No
604,Halomonas arcis,Genus,NA,GTDB,No
605,Marinilabilia sp.,No curated GEM at species or genus level,NA,GTDB,No
606,Paracoccus ravus,No curated GEM at species or genus level,NA,GTDB,No
607,Dolichospermum sp. DET69,No curated GEM at species or genus level,NA,GTDB,No
608,uncultured Anaeromyxobacter sp.,No curated GEM at species or genus level,NA,GTDB,No
609,Brevundimonas sp. Root1279,No curated GEM at species or genus level,NA,GTDB,No
610,Paenibacillus chinjuensis,No curated GEM at species or genus level,NA,JGI GOLD,No
611,Candidatus Onthomonas avicola,No curated GEM at species or genus level,NA,GTDB,No
612,Bdellovibrionales bacterium,No curated GEM at species or genus level,NA,GTDB,No
613,Pseudomonas sp. Q2-TVG4-2,Genus,iJN746,GTDB,No
614,Pseudomonas sp. Q2-TVG4-2,Genus,riPB890,GTDB,No
615,Pseudomonas sp. Q2-TVG4-2,Genus,riJN746,GTDB,No
616,Pseudomonas sp. Q2-TVG4-2,Genus,1YdBTEX2,GTDB,No
617,Pseudomonas sp. Q2-TVG4-2,Genus,ec_iJN1463,GTDB,No
618,Pseudomonas sp. Q2-TVG4-2,Genus,iJN1462,GTDB,No
619,Streptomyces ochraceiscleroticus,Genus,salb,GTDB,No
620,Streptomyces ochraceiscleroticus,Genus,sco,GTDB,No
621,Pseudomonas sp. NBRC 111131,Genus,iJN746,GTDB,No
622,Pseudomonas sp. NBRC 111131,Genus,riPB890,GTDB,No
623,Pseudomonas sp. NBRC 111131,Genus,riJN746,GTDB,No
624,Pseudomonas sp. NBRC 111131,Genus,1YdBTEX2,GTDB,No
625,Pseudomonas sp. NBRC 111131,Genus,ec_iJN1463,GTDB,No
626,Pseudomonas sp. NBRC 111131,Genus,iJN1462,GTDB,No
627,Frankia torreyi,No curated GEM at species or genus level,NA,GTDB,No
628,Nitrosospira sp. Nl5,Genus,NMU,GTDB,No
629,Dinghuibacter silviterrae,No curated GEM at species or genus level,NA,GTDB,No
630,Lentinula boryana,No curated GEM at species or genus level,NA,Mycocosm,No
631,Streptomyces sp. MJM8645,Genus,salb,GTDB,No
632,Streptomyces sp. MJM8645,Genus,sco,GTDB,No
633,Kutzneria buriramensis,No curated GEM at species or genus level,NA,GTDB,No
634,Christiangramia gaetbulicola,No curated GEM at species or genus level,NA,GTDB,No
635,Candidatus Ozemobacter sibiricus,No curated GEM at species or genus level,NA,GTDB,No
636,Sphaerisporangium melleum,No curated GEM at species or genus level,NA,GTDB,No
637,Mycetocola tolaasinivorans,No curated GEM at species or genus level,NA,GTDB,No
638,Pseudomonas sp. UBA4617,Genus,iJN746,GTDB,No
639,Pseudomonas sp. UBA4617,Genus,riPB890,GTDB,No
640,Pseudomonas sp. UBA4617,Genus,riJN746,GTDB,No
641,Pseudomonas sp. UBA4617,Genus,1YdBTEX2,GTDB,No
642,Pseudomonas sp. UBA4617,Genus,ec_iJN1463,GTDB,No
643,Pseudomonas sp. UBA4617,Genus,iJN1462,GTDB,No
644,Amycolatopsis pittospori,No curated GEM at species or genus level,NA,GTDB,No
645,Psychrobacillus glaciei,No curated GEM at species or genus level,NA,GTDB,No
646,Actinopolymorpha singaporensis,No curated GEM at species or genus level,NA,JGI GOLD,No
647,Pyrinomonas methylaliphatogenes,No curated GEM at species or genus level,NA,GTDB,No
648,Actinoplanes atraurantiacus,No curated GEM at species or genus level,NA,GTDB,No
649,Neisseria zalophi,No curated GEM at species or genus level,NA,GTDB,No
650,Acidovorax sp. MR-S7,No curated GEM at species or genus level,NA,GTDB,No
651,Synechococcus sp. MIT S9220,No curated GEM at species or genus level,NA,GTDB,No
652,Rhizobium glycinendophyticum,Genus,iOR450,GTDB,No
653,Brevibacterium sp. RIT 803,No curated GEM at species or genus level,NA,GTDB,No
654,Actinomyces oricola,No curated GEM at species or genus level,NA,GTDB,No
655,Pseudarthrobacter enclensis,No curated GEM at species or genus level,NA,GTDB,No
656,Acidimicrobiia bacterium,No curated GEM at species or genus level,NA,SMAG,No
657,Thermotoga sp. Ku-13t,No curated GEM at species or genus level,NA,GTDB,No
658,Marivita lacus,No curated GEM at species or genus level,NA,GTDB,No
659,Pseudoroseomonas wenyumeiae,No curated GEM at species or genus level,NA,GTDB,No
660,Pseudomonas atacamensis,Genus,iJN746,GTDB,No
661,Pseudomonas atacamensis,Genus,riPB890,GTDB,No
662,Pseudomonas atacamensis,Genus,riJN746,GTDB,No
663,Pseudomonas atacamensis,Genus,1YdBTEX2,GTDB,No
664,Pseudomonas atacamensis,Genus,ec_iJN1463,GTDB,No
665,Pseudomonas atacamensis,Genus,iJN1462,GTDB,No
666,Izhakiella capsodis,No curated GEM at species or genus level,NA,GTDB,No
667,Luteimonas sp. 9C,No curated GEM at species or genus level,NA,GTDB,No
668,Prevotellaceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
669,Treponema vincentii,No curated GEM at species or genus level,NA,GTDB,No
670,Lysobacter sp. CJ11,No curated GEM at species or genus level,NA,JGI GOLD,No
671,Sediminitomix flava,No curated GEM at species or genus level,NA,GTDB,No
672,Sphaerotilus hippei,No curated GEM at species or genus level,NA,GTDB,No
673,Pseudomonas sp. CM27,Genus,iJN746,GTDB,No
674,Pseudomonas sp. CM27,Genus,riPB890,GTDB,No
